SourceRow;WorkerID;Prefix_ASC;ActualBlock2;CalcBlock2;Block2_OK;P12_Actual;P12_Calc;P12_Delta;P13_Actual;P13_Calc;P13_Delta;P14_Actual;P14_Calc;P14_Delta;P15_Actual;P15_Calc;P15_Delta;P16_Actual;P16_Calc;P16_Delta;P17_Actual;P17_Calc;P17_Delta;P18_Actual;P18_Calc;P18_Delta;P19_Actual;P19_Calc;P19_Delta;P20_Actual;P20_Calc;P20_Delta;P21_Actual;P21_Calc;P21_Delta;P22_Actual;P22_Calc;P22_Delta;;SOUHRN;
521;E6KTJ00101;117;5Q4E3Z4K4T4J3T3U3V3T3U;5Q4E3Z4K4T4J3T3U3V3T3U;PRAVDA;206;206;0;158;158;0;143;143;0;164;164;0;173;173;0;163;163;0;137;137;0;138;138;0;139;139;0;137;137;0;138;138;0;;;
522;F5KTJ00101;117;5Q4F3Y4K4T4J3T3U3V3T3U;5Q4F3Y4K4T4J3T3U3V3T3U;PRAVDA;206;206;0;159;159;0;142;142;0;164;164;0;173;173;0;163;163;0;137;137;0;138;138;0;139;139;0;137;137;0;138;138;0;;;
523;NEUG500101;117;5Q4N4E4U4G3Y3T3U3V3T3U;5Q4N4E4U4G3Y3T3U3V3T3U;PRAVDA;206;206;0;167;167;0;158;158;0;174;174;0;160;160;0;142;142;0;137;137;0;138;138;0;139;139;0;137;137;0;138;138;0;;;
524;R7ELJ00101;117;5Q4R404E4L4J3T3U3V3T3U;5Q4R404E4L4J3T3U3V3T3U;PRAVDA;206;206;0;171;171;0;144;144;0;158;158;0;165;165;0;163;163;0;137;137;0;138;138;0;139;139;0;137;137;0;138;138;0;;;
525;R1DTJ00101;118;5S4S3V4E4U4K3U3V3W3U3V;5S4S3V4E4U4K3U3V3W3U3V;PRAVDA;208;208;0;172;172;0;139;139;0;158;158;0;174;174;0;164;164;0;138;138;0;139;139;0;140;140;0;138;138;0;139;139;0;;;
526;6ETNI00101;119;5U414G4V4P4K3V3W3X3V3W;5U414G4V4P4K3V3W3X3V3W;PRAVDA;210;210;0;145;145;0;160;160;0;175;175;0;169;169;0;164;164;0;139;139;0;140;140;0;141;141;0;139;139;0;140;140;0;;;
527;S1DTJ00101;119;5U4U3W4F4V4L3V3W3X3V3W;5U4U3W4F4V4L3V3W3X3V3W;PRAVDA;210;210;0;174;174;0;140;140;0;159;159;0;175;175;0;165;165;0;139;139;0;140;140;0;141;141;0;139;139;0;140;140;0;;;
528;9OJKJ00101;120;5W454R4M4N4M3W3X3Y3W3X;5W454R4M4N4M3W3X3Y3W3X;PRAVDA;212;212;0;149;149;0;171;171;0;166;166;0;167;167;0;166;166;0;140;140;0;141;141;0;142;142;0;140;140;0;141;141;0;;;
529;U7ELJ00101;120;5W4X434H4O4M3W3X3Y3W3X;5W4X434H4O4M3W3X3Y3W3X;PRAVDA;212;212;0;177;177;0;147;147;0;161;161;0;168;168;0;166;166;0;140;140;0;141;141;0;142;142;0;140;140;0;141;141;0;;;
530;1EXRH00101;121;5Y3Y4I514V4L3X3Y3Z3X3Y;5Y3Y4I514V4L3X3Y3Z3X3Y;PRAVDA;214;214;0;142;142;0;162;162;0;181;181;0;175;175;0;165;165;0;141;141;0;142;142;0;143;143;0;141;141;0;142;142;0;;;
531;9X9TJ00101;121;5Y4651464X4N3X3Y3Z3X3Y;5Y4651464X4N3X3Y3Z3X3Y;PRAVDA;214;214;0;150;150;0;181;181;0;150;150;0;177;177;0;167;167;0;141;141;0;142;142;0;143;143;0;141;141;0;142;142;0;;;
532;CGGQF00101;121;5Y4G4K4L4U4J3X3Y3Z3X3Y;5Y4G4K4L4U4J3X3Y3Z3X3Y;PRAVDA;214;214;0;160;160;0;164;164;0;165;165;0;174;174;0;163;163;0;141;141;0;142;142;0;143;143;0;141;141;0;142;142;0;;;
533;GBATJ00101;121;5Y4K4F4E4X4N3X3Y3Z3X3Y;5Y4K4F4E4X4N3X3Y3Z3X3Y;PRAVDA;214;214;0;164;164;0;159;159;0;158;158;0;177;177;0;167;167;0;141;141;0;142;142;0;143;143;0;141;141;0;142;142;0;;;
534;5BPXJ00101;122;60434G4U524O3Y3Z403Y3Z;60434G4U524O3Y3Z403Y3Z;PRAVDA;216;216;0;147;147;0;160;160;0;174;174;0;182;182;0;168;168;0;142;142;0;143;143;0;144;144;0;142;142;0;143;143;0;;;
535;AFLLJ00101;122;604F4K4Q4R4O3Y3Z403Y3Z;604F4K4Q4R4O3Y3Z403Y3Z;PRAVDA;216;216;0;159;159;0;164;164;0;170;170;0;171;171;0;168;168;0;142;142;0;143;143;0;144;144;0;142;142;0;143;143;0;;;
536;AOANJ00101;122;604F4T4F4S4O3Y3Z403Y3Z;604F4T4F4S4O3Y3Z403Y3Z;PRAVDA;216;216;0;159;159;0;173;173;0;159;159;0;172;172;0;168;168;0;142;142;0;143;143;0;144;144;0;142;142;0;143;143;0;;;
537;W7ELJ00101;122;6051454J4Q4O3Y3Z403Y3Z;6051454J4Q4O3Y3Z403Y3Z;PRAVDA;216;216;0;181;181;0;149;149;0;163;163;0;170;170;0;168;168;0;142;142;0;143;143;0;144;144;0;142;142;0;143;143;0;;;
538;6BPXJ00101;123;62454H4V534P3Z40413Z40;62454H4V534P3Z40413Z40;PRAVDA;218;218;0;149;149;0;161;161;0;175;175;0;183;183;0;169;169;0;143;143;0;144;144;0;145;145;0;143;143;0;144;144;0;;;
539;8VEMJ00101;123;6247514K4S4P3Z40413Z40;6247514K4S4P3Z40413Z40;PRAVDA;218;218;0;151;151;0;181;181;0;164;164;0;172;172;0;169;169;0;143;143;0;144;144;0;145;145;0;143;143;0;144;144;0;;;
540;EKBNJ00101;123;624K4Q4H4T4P3Z40413Z40;624K4Q4H4T4P3Z40413Z40;PRAVDA;218;218;0;164;164;0;170;170;0;161;161;0;173;173;0;169;169;0;143;143;0;144;144;0;145;145;0;143;143;0;144;144;0;;;
541;I4QRJ00101;123;624O434W4X4P3Z40413Z40;624O434W4X4P3Z40413Z40;PRAVDA;218;218;0;168;168;0;147;147;0;176;176;0;177;177;0;169;169;0;143;143;0;144;144;0;145;145;0;143;143;0;144;144;0;;;
542;QI5QJ00101;123;624W4O444W4P3Z40413Z40;624W4O444W4P3Z40413Z40;PRAVDA;218;218;0;176;176;0;168;168;0;148;148;0;176;176;0;169;169;0;143;143;0;144;144;0;145;145;0;143;143;0;144;144;0;;;
543;X7ELJ00101;123;6253464K4R4P3Z40413Z40;6253464K4R4P3Z40413Z40;PRAVDA;218;218;0;183;183;0;150;150;0;164;164;0;171;171;0;169;169;0;143;143;0;144;144;0;145;145;0;143;143;0;144;144;0;;;
544;1PQOJ00101;124;64414W4X4V4Q4041424041;64414W4X4V4Q4041424041;PRAVDA;220;220;0;145;145;0;176;176;0;177;177;0;175;175;0;170;170;0;144;144;0;145;145;0;146;146;0;144;144;0;145;145;0;;;
545;QD9SJ00101;124;644X4K494Z4Q4041424041;644X4K494Z4Q4041424041;PRAVDA;220;220;0;177;177;0;164;164;0;153;153;0;179;179;0;170;170;0;144;144;0;145;145;0;146;146;0;144;144;0;145;145;0;;;
546;1YKMJ00101;125;6642564S4U4R4142434142;6642564S4U4R4142434142;PRAVDA;222;222;0;146;146;0;186;186;0;172;172;0;174;174;0;171;171;0;145;145;0;146;146;0;147;147;0;145;145;0;146;146;0;;;
547;TB9SJ00101;125;66514J4A504R4142434142;66514J4A504R4142434142;PRAVDA;222;222;0;181;181;0;163;163;0;154;154;0;180;180;0;171;171;0;145;145;0;146;146;0;147;147;0;145;145;0;146;146;0;;;
548;VEUG500101;125;66534M524O464142434142;66534M524O464142434142;PRAVDA;222;222;0;183;183;0;166;166;0;182;182;0;168;168;0;150;150;0;145;145;0;146;146;0;147;147;0;145;145;0;146;146;0;;;
549;1KPWJ00101;126;68434T4Y554S4243444243;68434T4Y554S4243444243;PRAVDA;224;224;0;147;147;0;173;173;0;178;178;0;185;185;0;172;172;0;146;146;0;147;147;0;148;148;0;146;146;0;147;147;0;;;
550;LBATJ00101;126;684U4K4J524S4243444243;684U4K4J524S4243444243;PRAVDA;224;224;0;174;174;0;164;164;0;163;163;0;182;182;0;172;172;0;146;146;0;147;147;0;148;148;0;146;146;0;147;147;0;;;
551;N6RMJ00101;126;684W48504V4S4243444243;684W48504V4S4243444243;PRAVDA;224;224;0;176;176;0;152;152;0;180;180;0;175;175;0;172;172;0;146;146;0;147;147;0;148;148;0;146;146;0;147;147;0;;;
552;TC9SJ00101;126;68524L4B514S4243444243;68524L4B514S4243444243;PRAVDA;224;224;0;182;182;0;165;165;0;155;155;0;181;181;0;172;172;0;146;146;0;147;147;0;148;148;0;146;146;0;147;147;0;;;
553;2NQSJ00101;127;5F454X50524T4344454344;5F454X50524T4344454344;PRAVDA;195;195;0;149;149;0;177;177;0;180;180;0;182;182;0;173;173;0;147;147;0;148;148;0;149;149;0;147;147;0;148;148;0;;;
554;2ZKMJ00101;127;5F45594U4W4T4344454344;5F45594U4W4T4344454344;PRAVDA;195;195;0;149;149;0;189;189;0;174;174;0;176;176;0;173;173;0;147;147;0;148;148;0;149;149;0;147;147;0;148;148;0;;;
555;5YCSJ00101;127;5F48584M524T4344454344;5F48584M524T4344454344;PRAVDA;195;195;0;152;152;0;188;188;0;166;166;0;182;182;0;173;173;0;147;147;0;148;148;0;149;149;0;147;147;0;148;148;0;;;
556;PG8UJ00101;127;5F4Z4Q4B544T4344454344;5F4Z4Q4B544T4344454344;PRAVDA;195;195;0;179;179;0;170;170;0;155;155;0;184;184;0;173;173;0;147;147;0;148;148;0;149;149;0;147;147;0;148;148;0;;;
557;Q2IXJ00101;127;5F50454S574T4344454344;5F50454S574T4344454344;PRAVDA;195;195;0;180;180;0;149;149;0;172;172;0;187;187;0;173;173;0;147;147;0;148;148;0;149;149;0;147;147;0;148;148;0;;;
558;SN7LJ00101;127;5F524X4A4V4T4344454344;5F524X4A4V4T4344454344;PRAVDA;195;195;0;182;182;0;177;177;0;154;154;0;175;175;0;173;173;0;147;147;0;148;148;0;149;149;0;147;147;0;148;148;0;;;
559;0TROJ00101;128;5H4454524Z4U4445464445;5H4454524Z4U4445464445;PRAVDA;197;197;0;148;148;0;184;184;0;182;182;0;179;179;0;174;174;0;148;148;0;149;149;0;150;150;0;148;148;0;149;149;0;;;
560;3KPWJ00101;128;5H474V50574U4445464445;5H474V50574U4445464445;PRAVDA;197;197;0;151;151;0;175;175;0;180;180;0;187;187;0;174;174;0;148;148;0;149;149;0;150;150;0;148;148;0;149;149;0;;;
561;JKBNJ00101;128;5H4U4V4M4Y4U4445464445;5H4U4V4M4Y4U4445464445;PRAVDA;197;197;0;174;174;0;175;175;0;166;166;0;178;178;0;174;174;0;148;148;0;149;149;0;150;150;0;148;148;0;149;149;0;;;
562;KI8YJ00101;128;5H4V4T4C594U4445464445;5H4V4T4C594U4445464445;PRAVDA;197;197;0;175;175;0;173;173;0;156;156;0;189;189;0;174;174;0;148;148;0;149;149;0;150;150;0;148;148;0;149;149;0;;;
563;QG8UJ00101;128;5H514R4C554U4445464445;5H514R4C554U4445464445;PRAVDA;197;197;0;181;181;0;171;171;0;156;156;0;185;185;0;174;174;0;148;148;0;149;149;0;150;150;0;148;148;0;149;149;0;;;
564;TBCLJ00101;128;5H544M4N4W4U4445464445;5H544M4N4W4U4445464445;PRAVDA;197;197;0;184;184;0;166;166;0;167;167;0;176;176;0;174;174;0;148;148;0;149;149;0;150;150;0;148;148;0;149;149;0;;;
565;1QQSJ00101;129;5J465253544V4546474546;5J465253544V4546474546;PRAVDA;199;199;0;150;150;0;182;182;0;183;183;0;184;184;0;175;175;0;149;149;0;150;150;0;151;151;0;149;149;0;150;150;0;;;
566;2TQOJ00101;129;5J475552504V4546474546;5J475552504V4546474546;PRAVDA;199;199;0;151;151;0;185;185;0;182;182;0;180;180;0;175;175;0;149;149;0;150;150;0;151;151;0;149;149;0;150;150;0;;;
567;4ZKMJ00101;129;5J495B4W4Y4V4546474546;5J495B4W4Y4V4546474546;PRAVDA;199;199;0;153;153;0;191;191;0;176;176;0;178;178;0;175;175;0;149;149;0;150;150;0;151;151;0;149;149;0;150;150;0;;;
568;7YDRJ00101;129;5J4C5A4P534V4546474546;5J4C5A4P534V4546474546;PRAVDA;199;199;0;156;156;0;190;190;0;169;169;0;183;183;0;175;175;0;149;149;0;150;150;0;151;151;0;149;149;0;150;150;0;;;
569;LI8YJ00101;129;5J4X4U4D5A4V4546474546;5J4X4U4D5A4V4546474546;PRAVDA;199;199;0;177;177;0;174;174;0;157;157;0;190;190;0;175;175;0;149;149;0;150;150;0;151;151;0;149;149;0;150;150;0;;;
570;RG8UJ00101;129;5J534S4D564V4546474546;5J534S4D564V4546474546;PRAVDA;199;199;0;183;183;0;172;172;0;157;157;0;186;186;0;175;175;0;149;149;0;150;150;0;151;151;0;149;149;0;150;150;0;;;
571;X9ATJ00101;129;5J594E4M554V4546474546;5J594E4M554V4546474546;PRAVDA;199;199;0;189;189;0;158;158;0;166;166;0;185;185;0;175;175;0;149;149;0;150;150;0;151;151;0;149;149;0;150;150;0;;;
572;8YDRJ00101;130;5L4E5B4Q544W4647484647;5L4E5B4Q544W4647484647;PRAVDA;201;201;0;158;158;0;191;191;0;170;170;0;184;184;0;176;176;0;150;150;0;151;151;0;152;152;0;150;150;0;151;151;0;;;
573;K5QVJ00101;130;5L4X4B53584W4647484647;5L4X4B53584W4647484647;PRAVDA;201;201;0;177;177;0;155;155;0;183;183;0;188;188;0;176;176;0;150;150;0;151;151;0;152;152;0;150;150;0;151;151;0;;;
574;M6WMJ00101;130;5L4Z4C594Z4W4647484647;5L4Z4C594Z4W4647484647;PRAVDA;201;201;0;179;179;0;156;156;0;189;189;0;179;179;0;176;176;0;150;150;0;151;151;0;152;152;0;150;150;0;151;151;0;;;
575;SG8UJ00101;130;5L554T4E574W4647484647;5L554T4E574W4647484647;PRAVDA;201;201;0;185;185;0;173;173;0;158;158;0;187;187;0;176;176;0;150;150;0;151;151;0;152;152;0;150;150;0;151;151;0;;;
576;Z6ERJ00101;130;5L5C4C4R544W4647484647;5L5C4C4R544W4647484647;PRAVDA;201;201;0;192;192;0;156;156;0;171;171;0;184;184;0;176;176;0;150;150;0;151;151;0;152;152;0;150;150;0;151;151;0;;;
