SourceRow;WorkerID;Prefix;Prefix_ASCII;Blok2Raw;Blok2Decoded;TailRaw;TailDecoded;TailLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P01_B36;P02_B36;P03_B36;P04_B36;P05_B36;P06_B36;P07_B36;P08_B36;P09_B36;P10_B36;P11_B36;P12_B36;P13_B36;P14_B36;P15_B36;P16_B36;P17_B36;P18_B36;P19_B36;P20_B36;P21_B36;P22_B36;P01_DEC;P02_DEC;P03_DEC;P04_DEC;P05_DEC;P06_DEC;P07_DEC;P08_DEC;P09_DEC;P10_DEC;P11_DEC;P12_DEC;P13_DEC;P14_DEC;P15_DEC;P16_DEC;P17_DEC;P18_DEC;P19_DEC;P20_DEC;P21_DEC;P22_DEC;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T01_B36;T02_B36;T03_B36;T04_B36;T05_B36;T06_B36;T07_B36;T08_B36;T09_B36;T10_B36;T11_B36;T01_DEC;T02_DEC;T03_DEC;T04_DEC;T05_DEC;T06_DEC;T07_DEC;T08_DEC;T09_DEC;T10_DEC;T11_DEC;BeforeDashTrailingChar;TailTrailingChar
188;2R80000101;-;45;1Q1V2R211T1U1T1U1V1T1U;]b‚h`a`ab`a;0J1F0P2C0I0H0I652G;2R8s101üw;18;2;R;8;0;0;0;0;1;0;1;2;27;8;0;0;0;0;1;0;1;50;82;56;48;48;48;48;49;48;49;0E;0J;1F;0P;0H;0H;0H;0H;0I;0H;0I;1Q;1V;2R;21;1T;1U;1T;1U;1V;1T;1U;14;19;51;25;17;17;17;17;18;17;18;62;67;99;73;65;66;65;66;67;65;66;45;50;82;56;48;48;48;48;49;48;49;93;98;130;104;96;97;96;97;98;96;97;0J;1F;0P;2C;0I;0H;0I;65;2G;;;19;51;25;84;18;17;18;221;88;;;50;82;56;115;49;48;49;252;119;;;0;
189;ONIPJ00101;-;45;1Q2O2N2I2P2J1T1U1V1T1U;]~y€z`ab`a;1C1B161D170Q0I0H0I630S0;"ONIPJ9101ú;";23;O;N;I;P;J;0;0;1;0;1;24;23;18;25;19;0;0;1;0;1;79;78;73;80;74;48;48;49;48;49;0E;1C;1B;16;1D;17;0H;0H;0I;0H;0I;1Q;2O;2N;2I;2P;2J;1T;1U;1V;1T;1U;14;48;47;42;49;43;17;17;18;17;18;62;96;95;90;97;91;65;66;67;65;66;45;79;78;73;80;74;48;48;49;48;49;93;127;126;121;128;122;96;97;98;96;97;1C;1B;16;1D;17;0Q;0I;0H;0I;63;0S;48;47;42;49;43;26;18;17;18;219;28;79;78;73;80;74;57;49;48;49;250;59;0;0
190;Z200000101;-;45;1Q2Z1V1T1U1T1U1T1U1T1U;]Šb`a`a`a`a;1N0J0Z0I0H0I66140;Z2B101ýG;17;Z;2;0;0;0;0;0;1;0;1;35;2;0;0;0;0;0;1;0;1;90;50;48;48;48;48;48;49;48;49;0E;1N;0J;0H;0H;0H;0H;0H;0I;0H;0I;1Q;2Z;1V;1T;1U;1T;1U;1T;1U;1T;1U;14;59;19;17;17;17;17;17;18;17;18;62;107;67;65;66;65;66;65;66;65;66;45;90;50;48;48;48;48;48;49;48;49;93;138;98;96;97;96;97;96;97;96;97;1N;0J;0Z;0I;0H;0I;66;14;;;;59;19;35;18;17;18;222;40;;;;90;50;66;49;48;49;253;71;;;;0;0
191;1T80000101;.;46;1S1V2U221U1V1U1V1W1U1V;_b…iababcab;0I1H0P2D0I0I0H652H;1T8t110üx;18;1;T;8;0;0;0;0;1;0;1;1;29;8;0;0;0;0;1;0;1;49;84;56;48;48;48;48;49;48;49;0F;0I;1H;0P;0H;0H;0H;0H;0I;0H;0I;1S;1V;2U;22;1U;1V;1U;1V;1W;1U;1V;15;18;53;25;17;17;17;17;18;17;18;64;67;102;74;66;67;66;67;68;66;67;46;49;84;56;48;48;48;48;49;48;49;95;98;133;105;97;98;97;98;99;97;98;0I;1H;0P;2D;0I;0I;0H;65;2H;;;18;53;25;85;18;18;17;221;89;;;49;84;56;116;49;49;48;252;120;;;0;
192;1U70000101;.;46;1S1V2V211U1V1U1V1W1U1V;_b†hababcab;0I1I0O2D0I0I0H652H;1U7t110üx;18;1;U;7;0;0;0;0;1;0;1;1;30;7;0;0;0;0;1;0;1;49;85;55;48;48;48;48;49;48;49;0F;0I;1I;0O;0H;0H;0H;0H;0I;0H;0I;1S;1V;2V;21;1U;1V;1U;1V;1W;1U;1V;15;18;54;24;17;17;17;17;18;17;18;64;67;103;73;66;67;66;67;68;66;67;46;49;85;55;48;48;48;48;49;48;49;95;98;134;104;97;98;97;98;99;97;98;0I;1I;0O;2D;0I;0I;0H;65;2H;;;18;54;24;85;18;18;17;221;89;;;49;85;55;116;49;49;48;252;120;;;0;
193;1X40000101;.;46;1S1V2Y1Y1U1V1U1V1W1U1V;_b‰eababcab;0I1L0L2D0I0I0H652H;1X4t110üx;18;1;X;4;0;0;0;0;1;0;1;1;33;4;0;0;0;0;1;0;1;49;88;52;48;48;48;48;49;48;49;0F;0I;1L;0L;0H;0H;0H;0H;0I;0H;0I;1S;1V;2Y;1Y;1U;1V;1U;1V;1W;1U;1V;15;18;57;21;17;17;17;17;18;17;18;64;67;106;70;66;67;66;67;68;66;67;46;49;88;52;48;48;48;48;49;48;49;95;98;137;101;97;98;97;98;99;97;98;0I;1L;0L;2D;0I;0I;0H;65;2H;;;18;57;21;85;18;18;17;221;89;;;49;88;52;116;49;49;48;252;120;;;0;
194;2JA0000101;.;46;1S1W2K2B1U1V1U1V1W1U1V;_c{rababcab;0J170Y2D0I0I0H652H;2JAt110üx;18;2;J;A;0;0;0;0;1;0;1;2;19;10;0;0;0;0;1;0;1;50;74;65;48;48;48;48;49;48;49;0F;0J;17;0Y;0H;0H;0H;0H;0I;0H;0I;1S;1W;2K;2B;1U;1V;1U;1V;1W;1U;1V;15;19;43;34;17;17;17;17;18;17;18;64;68;92;83;66;67;66;67;68;66;67;46;50;74;65;48;48;48;48;49;48;49;95;99;123;114;97;98;97;98;99;97;98;0J;17;0Y;2D;0I;0I;0H;65;2H;;;19;43;34;85;18;18;17;221;89;;;50;74;65;116;49;49;48;252;120;;;0;
195;3R80000101;.;46;1S1X2S221U1V1U1V1W1U1V;_diababcab;0K1F0P2D0I0I0H652H;3R8t110üx;18;3;R;8;0;0;0;0;1;0;1;3;27;8;0;0;0;0;1;0;1;51;82;56;48;48;48;48;49;48;49;0F;0K;1F;0P;0H;0H;0H;0H;0I;0H;0I;1S;1X;2S;22;1U;1V;1U;1V;1W;1U;1V;15;20;51;25;17;17;17;17;18;17;18;64;69;100;74;66;67;66;67;68;66;67;46;51;82;56;48;48;48;48;49;48;49;95;100;131;105;97;98;97;98;99;97;98;0K;1F;0P;2D;0I;0I;0H;65;2H;;;20;51;25;85;18;18;17;221;89;;;51;82;56;116;49;49;48;252;120;;;0;
196;6V10000101;.;46;1S202W1V1U1V1U1V1W1U1V;_g‡bababcab;0N1J0I2D0I0I0H652H;6V1t110üx;18;6;V;1;0;0;0;0;1;0;1;6;31;1;0;0;0;0;1;0;1;54;86;49;48;48;48;48;49;48;49;0F;0N;1J;0I;0H;0H;0H;0H;0I;0H;0I;1S;20;2W;1V;1U;1V;1U;1V;1W;1U;1V;15;23;55;18;17;17;17;17;18;17;18;64;72;104;67;66;67;66;67;68;66;67;46;54;86;49;48;48;48;48;49;48;49;95;103;135;98;97;98;97;98;99;97;98;0N;1J;0I;2D;0I;0I;0H;65;2H;;;23;55;18;85;18;18;17;221;89;;;54;86;49;116;49;49;48;252;120;;;0;
197;QUDMJ00101;.;46;1S2R2V2E2N2K1U1V1W1U1V;_‚†u~{abcab;1E1I111A170R0I0I0H630T0;QUDMJ:110ú<;23;Q;U;D;M;J;0;0;1;0;1;26;30;13;22;19;0;0;1;0;1;81;85;68;77;74;48;48;49;48;49;0F;1E;1I;11;1A;17;0H;0H;0I;0H;0I;1S;2R;2V;2E;2N;2K;1U;1V;1W;1U;1V;15;50;54;37;46;43;17;17;18;17;18;64;99;103;86;95;92;66;67;68;66;67;46;81;85;68;77;74;48;48;49;48;49;95;130;134;117;126;123;97;98;99;97;98;1E;1I;11;1A;17;0R;0I;0I;0H;63;0T;50;54;37;46;43;27;18;18;17;219;29;81;85;68;77;74;58;49;49;48;250;60;0;0
198;Z300000101;.;46;1S301X1U1V1U1V1U1V1U1V;_‹dabababab;1N0K100I0I0H66150;Z3C110ýH;17;Z;3;0;0;0;0;0;1;0;1;35;3;0;0;0;0;0;1;0;1;90;51;48;48;48;48;48;49;48;49;0F;1N;0K;0H;0H;0H;0H;0H;0I;0H;0I;1S;30;1X;1U;1V;1U;1V;1U;1V;1U;1V;15;59;20;17;17;17;17;17;18;17;18;64;108;69;66;67;66;67;66;67;66;67;46;90;51;48;48;48;48;48;49;48;49;95;139;100;97;98;97;98;97;98;97;98;1N;0K;10;0I;0I;0H;66;15;;;;59;20;36;18;18;17;222;41;;;;90;51;67;49;49;48;253;72;;;;0;0
199;1JC0000101;/;47;1U1W2L2E1V1W1V1W1X1V1W;ac|ubcbcdbc;0I17102E0I0H0I652I;1JCu101üy;18;1;J;C;0;0;0;0;1;0;1;1;19;12;0;0;0;0;1;0;1;49;74;67;48;48;48;48;49;48;49;0G;0I;17;10;0H;0H;0H;0H;0I;0H;0I;1U;1W;2L;2E;1V;1W;1V;1W;1X;1V;1W;16;18;43;36;17;17;17;17;18;17;18;66;68;93;86;67;68;67;68;69;67;68;47;49;74;67;48;48;48;48;49;48;49;97;99;124;117;98;99;98;99;100;98;99;0I;17;10;2E;0I;0H;0I;65;2I;;;18;43;36;86;18;17;18;221;90;;;49;74;67;117;49;48;49;252;121;;;0;
200;1LA0000101;/;47;1U1W2N2C1V1W1V1W1X1V1W;ac~sbcbcdbc;0I190Y2E0I0H0I652I;1LAu101üy;18;1;L;A;0;0;0;0;1;0;1;1;21;10;0;0;0;0;1;0;1;49;76;65;48;48;48;48;49;48;49;0G;0I;19;0Y;0H;0H;0H;0H;0I;0H;0I;1U;1W;2N;2C;1V;1W;1V;1W;1X;1V;1W;16;18;45;34;17;17;17;17;18;17;18;66;68;95;84;67;68;67;68;69;67;68;47;49;76;65;48;48;48;48;49;48;49;97;99;126;115;98;99;98;99;100;98;99;0I;19;0Y;2E;0I;0H;0I;65;2I;;;18;45;34;86;18;17;18;221;90;;;49;76;65;117;49;48;49;252;121;;;0;
201;1U80000101;/;47;1U1W2W231V1W1V1W1X1V1W;ac‡jbcbcdbc;0I1I0P2E0I0H0I652I;1U8u101üy;18;1;U;8;0;0;0;0;1;0;1;1;30;8;0;0;0;0;1;0;1;49;85;56;48;48;48;48;49;48;49;0G;0I;1I;0P;0H;0H;0H;0H;0I;0H;0I;1U;1W;2W;23;1V;1W;1V;1W;1X;1V;1W;16;18;54;25;17;17;17;17;18;17;18;66;68;104;75;67;68;67;68;69;67;68;47;49;85;56;48;48;48;48;49;48;49;97;99;135;106;98;99;98;99;100;98;99;0I;1I;0P;2E;0I;0H;0I;65;2I;;;18;54;25;86;18;17;18;221;90;;;49;85;56;117;49;48;49;252;121;;;0;
202;1V70000101;/;47;1U1W2X221V1W1V1W1X1V1W;acibcbcdbc;0I1J0O2E0I0H0I652I;1V7u101üy;18;1;V;7;0;0;0;0;1;0;1;1;31;7;0;0;0;0;1;0;1;49;86;55;48;48;48;48;49;48;49;0G;0I;1J;0O;0H;0H;0H;0H;0I;0H;0I;1U;1W;2X;22;1V;1W;1V;1W;1X;1V;1W;16;18;55;24;17;17;17;17;18;17;18;66;68;105;74;67;68;67;68;69;67;68;47;49;86;55;48;48;48;48;49;48;49;97;99;136;105;98;99;98;99;100;98;99;0I;1J;0O;2E;0I;0H;0I;65;2I;;;18;55;24;86;18;17;18;221;90;;;49;86;55;117;49;48;49;252;121;;;0;
203;5X10000101;/;47;1U202Z1W1V1W1V1W1X1V1W;agŠcbcbcdbc;0M1L0I2E0I0H0I652I;5X1u101üy;18;5;X;1;0;0;0;0;1;0;1;5;33;1;0;0;0;0;1;0;1;53;88;49;48;48;48;48;49;48;49;0G;0M;1L;0I;0H;0H;0H;0H;0I;0H;0I;1U;20;2Z;1W;1V;1W;1V;1W;1X;1V;1W;16;22;57;18;17;17;17;17;18;17;18;66;72;107;68;67;68;67;68;69;67;68;47;53;88;49;48;48;48;48;49;48;49;97;103;138;99;98;99;98;99;100;98;99;0M;1L;0I;2E;0I;0H;0I;65;2I;;;22;57;18;86;18;17;18;221;90;;;53;88;49;117;49;48;49;252;121;;;0;
204;NQFSJ00101;/;47;1U2P2S2H2U2L1V1W1X1V1W;a€x…|bcdbc;1B1E131G170S0I0H0I630U0;"NQFSJ;101ú=";23;N;Q;F;S;J;0;0;1;0;1;23;26;15;28;19;0;0;1;0;1;78;81;70;83;74;48;48;49;48;49;0G;1B;1E;13;1G;17;0H;0H;0I;0H;0I;1U;2P;2S;2H;2U;2L;1V;1W;1X;1V;1W;16;47;50;39;52;43;17;17;18;17;18;66;97;100;89;102;93;67;68;69;67;68;47;78;81;70;83;74;48;48;49;48;49;97;128;131;120;133;124;98;99;100;98;99;1B;1E;13;1G;17;0S;0I;0H;0I;63;0U;47;50;39;52;43;28;18;17;18;219;30;78;81;70;83;74;59;49;48;49;250;61;0;0
205;PHSMJ00101;/;47;1U2R2J2U2O2L1V1W1X1V1W;a‚z…|bcdbc;1D151G1A170S0I0H0I630U0;"PHSMJ;101ú=";23;P;H;S;M;J;0;0;1;0;1;25;17;28;22;19;0;0;1;0;1;80;72;83;77;74;48;48;49;48;49;0G;1D;15;1G;1A;17;0H;0H;0I;0H;0I;1U;2R;2J;2U;2O;2L;1V;1W;1X;1V;1W;16;49;41;52;46;43;17;17;18;17;18;66;99;91;102;96;93;67;68;69;67;68;47;80;72;83;77;74;48;48;49;48;49;97;130;122;133;127;124;98;99;100;98;99;1D;15;1G;1A;17;0S;0I;0H;0I;63;0U;49;41;52;46;43;28;18;17;18;219;30;80;72;83;77;74;59;49;48;49;250;61;0;0
206;VY3VJ00101;/;47;1U2X301Y2X2L1V1W1X1V1W;a‹e|bcdbc;1J1M0K1J170S0I0H0I630U0;"VY3VJ;101ú=";23;V;Y;3;V;J;0;0;1;0;1;31;34;3;31;19;0;0;1;0;1;86;89;51;86;74;48;48;49;48;49;0G;1J;1M;0K;1J;17;0H;0H;0I;0H;0I;1U;2X;30;1Y;2X;2L;1V;1W;1X;1V;1W;16;55;58;20;55;43;17;17;18;17;18;66;105;108;70;105;93;67;68;69;67;68;47;86;89;51;86;74;48;48;49;48;49;97;136;139;101;136;124;98;99;100;98;99;1J;1M;0K;1J;17;0S;0I;0H;0I;63;0U;55;58;20;55;43;28;18;17;18;219;30;86;89;51;86;74;59;49;48;49;250;61;0;0
207;Z3YRJ00101;/;47;1U311Y302T2L1V1W1X1V1W;aŚe‹„|bcdbc;1N0K1M1F170S0I0H0I630U0;"Z3YRJ;101ú=";23;Z;3;Y;R;J;0;0;1;0;1;35;3;34;27;19;0;0;1;0;1;90;51;89;82;74;48;48;49;48;49;0G;1N;0K;1M;1F;17;0H;0H;0I;0H;0I;1U;31;1Y;30;2T;2L;1V;1W;1X;1V;1W;16;59;20;58;51;43;17;17;18;17;18;66;109;70;108;101;93;67;68;69;67;68;47;90;51;89;82;74;48;48;49;48;49;97;140;101;139;132;124;98;99;100;98;99;1N;0K;1M;1F;17;0S;0I;0H;0I;63;0U;59;20;58;51;43;28;18;17;18;219;30;90;51;89;82;74;59;49;48;49;250;61;0;0
208;1KC0000101;0;48;1W1X2N2F1W1X1W1X1Y1W1X;cd~vcdcdecd;0I18102F0I0I0H652J;1KCv110üz;18;1;K;C;0;0;0;0;1;0;1;1;20;12;0;0;0;0;1;0;1;49;75;67;48;48;48;48;49;48;49;0H;0I;18;10;0H;0H;0H;0H;0I;0H;0I;1W;1X;2N;2F;1W;1X;1W;1X;1Y;1W;1X;17;18;44;36;17;17;17;17;18;17;18;68;69;95;87;68;69;68;69;70;68;69;48;49;75;67;48;48;48;48;49;48;49;99;100;126;118;99;100;99;100;101;99;100;0I;18;10;2F;0I;0I;0H;65;2J;;;18;44;36;87;18;18;17;221;91;;;49;75;67;118;49;49;48;252;122;;;0;
209;1MA0000101;0;48;1W1X2P2D1W1X1W1X1Y1W1X;cd€tcdcdecd;0I1A0Y2F0I0I0H652J;1MAv110üz;18;1;M;A;0;0;0;0;1;0;1;1;22;10;0;0;0;0;1;0;1;49;77;65;48;48;48;48;49;48;49;0H;0I;1A;0Y;0H;0H;0H;0H;0I;0H;0I;1W;1X;2P;2D;1W;1X;1W;1X;1Y;1W;1X;17;18;46;34;17;17;17;17;18;17;18;68;69;97;85;68;69;68;69;70;68;69;48;49;77;65;48;48;48;48;49;48;49;99;100;128;116;99;100;99;100;101;99;100;0I;1A;0Y;2F;0I;0I;0H;65;2J;;;18;46;34;87;18;18;17;221;91;;;49;77;65;118;49;49;48;252;122;;;0;
210;1V80000101;0;48;1W1X2Y241W1X1W1X1Y1W1X;cd‰kcdcdecd;0I1J0P2F0I0I0H652J;1V8v110üz;18;1;V;8;0;0;0;0;1;0;1;1;31;8;0;0;0;0;1;0;1;49;86;56;48;48;48;48;49;48;49;0H;0I;1J;0P;0H;0H;0H;0H;0I;0H;0I;1W;1X;2Y;24;1W;1X;1W;1X;1Y;1W;1X;17;18;55;25;17;17;17;17;18;17;18;68;69;106;76;68;69;68;69;70;68;69;48;49;86;56;48;48;48;48;49;48;49;99;100;137;107;99;100;99;100;101;99;100;0I;1J;0P;2F;0I;0I;0H;65;2J;;;18;55;25;87;18;18;17;221;91;;;49;86;56;118;49;49;48;252;122;;;0;
211;1X60000101;0;48;1W1X30221W1X1W1X1Y1W1X;cd‹icdcdecd;0I1L0N2F0I0I0H652J;1X6v110üz;18;1;X;6;0;0;0;0;1;0;1;1;33;6;0;0;0;0;1;0;1;49;88;54;48;48;48;48;49;48;49;0H;0I;1L;0N;0H;0H;0H;0H;0I;0H;0I;1W;1X;30;22;1W;1X;1W;1X;1Y;1W;1X;17;18;57;23;17;17;17;17;18;17;18;68;69;108;74;68;69;68;69;70;68;69;48;49;88;54;48;48;48;48;49;48;49;99;100;139;105;99;100;99;100;101;99;100;0I;1L;0N;2F;0I;0I;0H;65;2J;;;18;57;23;87;18;18;17;221;91;;;49;88;54;118;49;49;48;252;122;;;0;
212;1Y50000101;0;48;1W1X31211W1X1W1X1Y1W1X;cdŚhcdcdecd;0I1M0M2F0I0I0H652J;1Y5v110üz;18;1;Y;5;0;0;0;0;1;0;1;1;34;5;0;0;0;0;1;0;1;49;89;53;48;48;48;48;49;48;49;0H;0I;1M;0M;0H;0H;0H;0H;0I;0H;0I;1W;1X;31;21;1W;1X;1W;1X;1Y;1W;1X;17;18;58;22;17;17;17;17;18;17;18;68;69;109;73;68;69;68;69;70;68;69;48;49;89;53;48;48;48;48;49;48;49;99;100;140;104;99;100;99;100;101;99;100;0I;1M;0M;2F;0I;0I;0H;65;2J;;;18;58;22;87;18;18;17;221;91;;;49;89;53;118;49;49;48;252;122;;;0;
213;1Z40000101;0;48;1W1X32201W1X1W1X1Y1W1X;cdŤgcdcdecd;0I1N0L2F0I0I0H652J;1Z4v110üz;18;1;Z;4;0;0;0;0;1;0;1;1;35;4;0;0;0;0;1;0;1;49;90;52;48;48;48;48;49;48;49;0H;0I;1N;0L;0H;0H;0H;0H;0I;0H;0I;1W;1X;32;20;1W;1X;1W;1X;1Y;1W;1X;17;18;59;21;17;17;17;17;18;17;18;68;69;110;72;68;69;68;69;70;68;69;48;49;90;52;48;48;48;48;49;48;49;99;100;141;103;99;100;99;100;101;99;100;0I;1N;0L;2F;0I;0I;0H;65;2J;;;18;59;21;87;18;18;17;221;91;;;49;90;52;118;49;49;48;252;122;;;0;
214;2LA0000101;0;48;1W1Y2O2D1W1X1W1X1Y1W1X;cetcdcdecd;0J190Y2F0I0I0H652J;2LAv110üz;18;2;L;A;0;0;0;0;1;0;1;2;21;10;0;0;0;0;1;0;1;50;76;65;48;48;48;48;49;48;49;0H;0J;19;0Y;0H;0H;0H;0H;0I;0H;0I;1W;1Y;2O;2D;1W;1X;1W;1X;1Y;1W;1X;17;19;45;34;17;17;17;17;18;17;18;68;70;96;85;68;69;68;69;70;68;69;48;50;76;65;48;48;48;48;49;48;49;99;101;127;116;99;100;99;100;101;99;100;0J;19;0Y;2F;0I;0I;0H;65;2J;;;19;45;34;87;18;18;17;221;91;;;50;76;65;118;49;49;48;252;122;;;0;
215;7W10000101;0;48;1W232Z1X1W1X1W1X1Y1W1X;cjŠdcdcdecd;0O1K0I2F0I0I0H652J;7W1v110üz;18;7;W;1;0;0;0;0;1;0;1;7;32;1;0;0;0;0;1;0;1;55;87;49;48;48;48;48;49;48;49;0H;0O;1K;0I;0H;0H;0H;0H;0I;0H;0I;1W;23;2Z;1X;1W;1X;1W;1X;1Y;1W;1X;17;24;56;18;17;17;17;17;18;17;18;68;75;107;69;68;69;68;69;70;68;69;48;55;87;49;48;48;48;48;49;48;49;99;106;138;100;99;100;99;100;101;99;100;0O;1K;0I;2F;0I;0I;0H;65;2J;;;24;56;18;87;18;18;17;221;91;;;55;87;49;118;49;49;48;252;122;;;0;
216;NFUPJ00101;0;48;1W2Q2I2X2S2M1W1X1Y1W1X;cy}cdecd;1B131I1D170T0I0I0H630V0;NFUPJ<110ú>;23;N;F;U;P;J;0;0;1;0;1;23;15;30;25;19;0;0;1;0;1;78;70;85;80;74;48;48;49;48;49;0H;1B;13;1I;1D;17;0H;0H;0I;0H;0I;1W;2Q;2I;2X;2S;2M;1W;1X;1Y;1W;1X;17;47;39;54;49;43;17;17;18;17;18;68;98;90;105;100;94;68;69;70;68;69;48;78;70;85;80;74;48;48;49;48;49;99;129;121;136;131;125;99;100;101;99;100;1B;13;1I;1D;17;0T;0I;0I;0H;63;0V;47;39;54;49;43;29;18;18;17;219;31;78;70;85;80;74;60;49;49;48;250;62;0;0
217;OPJPJ00101;0;48;1W2R2S2M2S2M1W1X1Y1W1X;c‚}}cdecd;1C1D171D170T0I0I0H630V0;OPJPJ<110ú>;23;O;P;J;P;J;0;0;1;0;1;24;25;19;25;19;0;0;1;0;1;79;80;74;80;74;48;48;49;48;49;0H;1C;1D;17;1D;17;0H;0H;0I;0H;0I;1W;2R;2S;2M;2S;2M;1W;1X;1Y;1W;1X;17;48;49;43;49;43;17;17;18;17;18;68;99;100;94;100;94;68;69;70;68;69;48;79;80;74;80;74;48;48;49;48;49;99;130;131;125;131;125;99;100;101;99;100;1C;1D;17;1D;17;0T;0I;0I;0H;63;0V;48;49;43;49;43;29;18;18;17;219;31;79;80;74;80;74;60;49;49;48;250;62;0;0
218;OQFSJ00101;0;48;1W2R2T2I2V2M1W1X1Y1W1X;c‚„y†}cdecd;1C1E131G170T0I0I0H630V0;OQFSJ<110ú>;23;O;Q;F;S;J;0;0;1;0;1;24;26;15;28;19;0;0;1;0;1;79;81;70;83;74;48;48;49;48;49;0H;1C;1E;13;1G;17;0H;0H;0I;0H;0I;1W;2R;2T;2I;2V;2M;1W;1X;1Y;1W;1X;17;48;50;39;52;43;17;17;18;17;18;68;99;101;90;103;94;68;69;70;68;69;48;79;81;70;83;74;48;48;49;48;49;99;130;132;121;134;125;99;100;101;99;100;1C;1E;13;1G;17;0T;0I;0I;0H;63;0V;48;50;39;52;43;29;18;18;17;219;31;79;81;70;83;74;60;49;49;48;250;62;0;0
219;QTFNJ00101;0;48;1W2T2W2I2Q2M1W1X1Y1W1X;c„‡y}cdecd;1E1H131B170T0I0I0H630V0;QTFNJ<110ú>;23;Q;T;F;N;J;0;0;1;0;1;26;29;15;23;19;0;0;1;0;1;81;84;70;78;74;48;48;49;48;49;0H;1E;1H;13;1B;17;0H;0H;0I;0H;0I;1W;2T;2W;2I;2Q;2M;1W;1X;1Y;1W;1X;17;50;53;39;47;43;17;17;18;17;18;68;101;104;90;98;94;68;69;70;68;69;48;81;84;70;78;74;48;48;49;48;49;99;132;135;121;129;125;99;100;101;99;100;1E;1H;13;1B;17;0T;0I;0I;0H;63;0V;50;53;39;47;43;29;18;18;17;219;31;81;84;70;78;74;60;49;49;48;250;62;0;0
220;V900000101;0;48;1W2Y251W1X1W1X1W1X1W1X;c‰lcdcdcdcd;1J0Q120I0I0H66170;V9E110ýJ;17;V;9;0;0;0;0;0;1;0;1;31;9;0;0;0;0;0;1;0;1;86;57;48;48;48;48;48;49;48;49;0H;1J;0Q;0H;0H;0H;0H;0H;0I;0H;0I;1W;2Y;25;1W;1X;1W;1X;1W;1X;1W;1X;17;55;26;17;17;17;17;17;18;17;18;68;106;77;68;69;68;69;68;69;68;69;48;86;57;48;48;48;48;48;49;48;49;99;137;108;99;100;99;100;99;100;99;100;1J;0Q;12;0I;0I;0H;66;17;;;;55;26;38;18;18;17;222;43;;;;86;57;69;49;49;48;253;74;;;;0;0
221;1LC0000101;1;49;1Y1Z2P2G1X1Y1X1Y1Z1X1Y;ef€wdedefde;0I19102G0I0H0I652K;1LCw101ü{;18;1;L;C;0;0;0;0;1;0;1;1;21;12;0;0;0;0;1;0;1;49;76;67;48;48;48;48;49;48;49;0I;0I;19;10;0H;0H;0H;0H;0I;0H;0I;1Y;1Z;2P;2G;1X;1Y;1X;1Y;1Z;1X;1Y;18;18;45;36;17;17;17;17;18;17;18;70;71;97;88;69;70;69;70;71;69;70;49;49;76;67;48;48;48;48;49;48;49;101;102;128;119;100;101;100;101;102;100;101;0I;19;10;2G;0I;0H;0I;65;2K;;;18;45;36;88;18;17;18;221;92;;;49;76;67;119;49;48;49;252;123;;;0;
222;1MB0000101;1;49;1Y1Z2Q2F1X1Y1X1Y1Z1X1Y;efvdedefde;0I1A0Z2G0I0H0I652K;1MBw101ü{;18;1;M;B;0;0;0;0;1;0;1;1;22;11;0;0;0;0;1;0;1;49;77;66;48;48;48;48;49;48;49;0I;0I;1A;0Z;0H;0H;0H;0H;0I;0H;0I;1Y;1Z;2Q;2F;1X;1Y;1X;1Y;1Z;1X;1Y;18;18;46;35;17;17;17;17;18;17;18;70;71;98;87;69;70;69;70;71;69;70;49;49;77;66;48;48;48;48;49;48;49;101;102;129;118;100;101;100;101;102;100;101;0I;1A;0Z;2G;0I;0H;0I;65;2K;;;18;46;35;88;18;17;18;221;92;;;49;77;66;119;49;48;49;252;123;;;0;
223;1W80000101;1;49;1Y1Z30251X1Y1X1Y1Z1X1Y;ef‹ldedefde;0I1K0P2G0I0H0I652K;1W8w101ü{;18;1;W;8;0;0;0;0;1;0;1;1;32;8;0;0;0;0;1;0;1;49;87;56;48;48;48;48;49;48;49;0I;0I;1K;0P;0H;0H;0H;0H;0I;0H;0I;1Y;1Z;30;25;1X;1Y;1X;1Y;1Z;1X;1Y;18;18;56;25;17;17;17;17;18;17;18;70;71;108;77;69;70;69;70;71;69;70;49;49;87;56;48;48;48;48;49;48;49;101;102;139;108;100;101;100;101;102;100;101;0I;1K;0P;2G;0I;0H;0I;65;2K;;;18;56;25;88;18;17;18;221;92;;;49;87;56;119;49;48;49;252;123;;;0;
